age,income,total_purchases,total_browses,total_spent,avg_order_value,total_page_views,avg_page_views,customer_lifetime_days,purchase_conversion_rate,recency,frequency,monetary
55,79704,2,28,380.01,12.667,32,1.0666666666666667,56,0.06666666666666667,10.0,2.0,380.01
68,88150,13,286,1769.59,5.918361204013378,587,1.9632107023411371,364,0.043478260869565216,3.0,13.0,1769.59
47,85907,15,278,2422.22,8.266962457337883,580,1.9795221843003412,364,0.051194539249146756,108.0,15.0,2422.22
64,60903,1,189,740.99,3.899947368421053,275,1.4473684210526316,364,0.005263157894736842,402.0,1.0,740.99
21,59982,3,40,175.35999999999999,4.078139534883721,57,1.3255813953488371,70,0.06976744186046512,56.0,3.0,175.35999999999999
66,56251,12,294,1241.6599999999999,4.057712418300653,534,1.7450980392156863,362,0.0392156862745098,181.0,12.0,1241.6599999999999
58,75352,20,288,4008.7999999999997,13.015584415584415,610,1.9805194805194806,364,0.06493506493506493,271.0,20.0,4008.7999999999997
46,80098,5,205,1296.34,6.173047619047619,294,1.4,361,0.023809523809523808,154.0,5.0,1296.34
50,73907,2,18,245.46,12.273,34,1.7,29,0.1,6.0,2.0,245.46
38,59859,5,228,448.53999999999996,1.9250643776824032,358,1.536480686695279,363,0.02145922746781116,133.0,5.0,448.53999999999996
35,55297,10,189,3831.81,19.25532663316583,276,1.3869346733668342,361,0.05025125628140704,301.0,10.0,3831.81
20,46742,5,110,575.39,5.003391304347826,187,1.626086956521739,163,0.043478260869565216,36.0,5.0,575.39
19,61805,4,47,1518.74,29.77921568627451,78,1.5294117647058822,65,0.0784313725490196,12.0,4.0,1518.74
59,84866,8,219,1787.7900000000002,7.875726872246697,396,1.7444933920704846,364,0.03524229074889868,334.0,8.0,1787.7900000000002
60,88411,17,256,2938.37,10.763260073260073,540,1.978021978021978,336,0.06227106227106227,2.0,17.0,2938.37
56,91576,3,181,953.5,5.182065217391305,254,1.3804347826086956,362,0.016304347826086956,220.0,3.0,953.5
30,55941,8,213,1317.36,5.960904977375566,358,1.6199095022624435,320,0.03619909502262444,39.0,8.0,1317.36
62,72660,12,294,1872.37,6.1188562091503265,625,2.042483660130719,364,0.0392156862745098,356.0,12.0,1872.37
32,64083,5,145,566.06,3.773733333333333,200,1.3333333333333333,256,0.03333333333333333,96.0,5.0,566.06
39,55798,0,2,0.0,0.0,2,1.0,2,0.0,94.0,7.0,1186.5949999999998
39,62674,3,118,363.07,3.0005785123966944,141,1.165289256198347,364,0.024793388429752067,279.0,3.0,363.07
39,74816,7,111,1951.62,16.53915254237288,237,2.0084745762711864,159,0.059322033898305086,14.0,7.0,1951.62
61,52295,1,38,44.58,1.143076923076923,38,0.9743589743589743,352,0.02564102564102564,225.0,1.0,44.58
21,54628,12,234,3166.9,12.873577235772357,359,1.4593495934959348,362,0.04878048780487805,265.0,12.0,3166.9
52,82570,17,303,2309.45,7.21703125,653,2.040625,363,0.053125,331.0,17.0,2309.45
30,63392,0,19,0.0,0.0,23,1.2105263157894737,67,0.0,94.0,7.0,1186.5949999999998
43,64206,0,39,0.0,0.0,53,1.358974358974359,125,0.0,94.0,7.0,1186.5949999999998
40,96719,2,40,304.23,7.243571428571429,44,1.0476190476190477,242,0.047619047619047616,33.0,2.0,304.23
18,48838,4,256,603.16,2.3198461538461537,426,1.6384615384615384,364,0.015384615384615385,411.0,4.0,603.16
65,86565,17,277,3341.87,11.366904761904761,547,1.8605442176870748,364,0.05782312925170068,287.0,17.0,3341.87
39,103172,3,71,452.16,6.110270270270271,93,1.2567567567567568,148,0.04054054054054054,40.0,3.0,452.16
20,49038,14,252,3263.91,12.270338345864662,436,1.6390977443609023,363,0.05263157894736842,129.0,14.0,3263.91
46,53801,14,292,2094.31,6.8441503267973856,625,2.042483660130719,364,0.0457516339869281,294.0,14.0,2094.31
22,56790,6,176,321.2,1.7648351648351648,238,1.3076923076923077,362,0.03296703296703297,259.0,6.0,321.2
29,55440,9,166,1070.65,6.118,233,1.3314285714285714,276,0.05142857142857143,28.0,9.0,1070.65
65,74261,7,173,321.82,1.7878888888888889,292,1.6222222222222222,255,0.03888888888888889,45.0,7.0,321.82
40,86451,11,200,1692.58,8.021706161137441,274,1.2985781990521328,364,0.052132701421800945,54.0,11.0,1692.58
22,56134,1,93,285.18,3.0338297872340427,129,1.372340425531915,200,0.010638297872340425,28.0,1.0,285.18
49,82369,4,55,493.92999999999995,8.371694915254237,114,1.9322033898305084,70,0.06779661016949153,5.0,4.0,493.92999999999995
62,77963,10,223,3603.84,15.467124463519314,330,1.4163090128755365,360,0.04291845493562232,42.0,10.0,3603.84
29,65413,0,7,0.0,0.0,7,1.0,52,0.0,94.0,7.0,1186.5949999999998
50,106995,2,30,1225.96,38.31125,47,1.46875,53,0.0625,48.0,2.0,1225.96
20,30718,20,264,4710.99,16.58799295774648,543,1.9119718309859155,364,0.07042253521126761,104.0,20.0,4710.99
57,71203,5,201,698.71,3.3917961165048545,318,1.5436893203883495,312,0.024271844660194174,3.0,5.0,698.71
51,78613,3,83,921.01,10.709418604651162,136,1.5813953488372092,124,0.03488372093023256,20.0,3.0,921.01
24,67355,4,87,1512.23,16.61791208791209,163,1.7912087912087913,112,0.04395604395604396,10.0,4.0,1512.23
46,62606,12,299,1720.2,5.531189710610932,665,2.1382636655948555,363,0.03858520900321544,290.0,12.0,1720.2
53,84776,8,199,1027.92,4.965797101449276,293,1.4154589371980677,364,0.03864734299516908,142.0,8.0,1027.92
52,65348,2,32,935.6,27.51764705882353,66,1.9411764705882353,40,0.058823529411764705,5.0,2.0,935.6
41,73207,0,70,0.0,0.0,77,1.1,342,0.0,94.0,7.0,1186.5949999999998
30,81065,1,26,123.12,4.5600000000000005,41,1.5185185185185186,33,0.037037037037037035,1.0,1.0,123.12
52,95582,14,273,3238.64,11.284459930313588,520,1.8118466898954704,364,0.04878048780487805,161.0,14.0,3238.64
36,68315,8,203,1421.4499999999998,6.736729857819904,330,1.5639810426540284,332,0.037914691943127965,10.0,8.0,1421.4499999999998
29,70380,3,62,234.45,3.606923076923077,100,1.5384615384615385,116,0.046153846153846156,40.0,3.0,234.45
69,82632,3,107,1322.1200000000001,12.019272727272728,128,1.1636363636363636,345,0.02727272727272727,231.0,3.0,1322.1200000000001
64,98853,2,90,225.82999999999998,2.4546739130434783,121,1.315217391304348,221,0.021739130434782608,79.0,2.0,225.82999999999998
40,102148,2,84,81.28,0.9451162790697675,109,1.2674418604651163,242,0.023255813953488372,45.0,2.0,81.28
62,85867,6,148,708.16,4.598441558441558,190,1.2337662337662338,364,0.03896103896103896,367.0,6.0,708.16
64,107129,1,38,68.21,1.7489743589743587,54,1.3846153846153846,70,0.02564102564102564,8.0,1.0,68.21
61,81333,8,194,2132.54,10.557128712871286,279,1.381188118811881,363,0.039603960396039604,314.0,8.0,2132.54
57,79403,0,38,0.0,0.0,49,1.2894736842105263,76,0.0,94.0,7.0,1186.5949999999998
67,59775,4,189,815.15,4.223575129533678,268,1.38860103626943,336,0.02072538860103627,60.0,4.0,815.15
69,85685,8,266,2398.45,8.75346715328467,532,1.9416058394160585,363,0.029197080291970802,100.0,8.0,2398.45
24,51223,10,184,2889.69,14.895309278350515,405,2.0876288659793816,217,0.05154639175257732,40.0,10.0,2889.69
56,74798,3,145,1325.83,8.95831081081081,182,1.2297297297297298,359,0.02027027027027027,251.0,3.0,1325.83
43,60634,0,13,0.0,0.0,32,2.4615384615384617,15,0.0,94.0,7.0,1186.5949999999998
67,55363,2,35,819.6700000000001,22.153243243243246,51,1.3783783783783783,73,0.05405405405405406,22.0,2.0,819.6700000000001
37,87567,5,233,991.8,4.167226890756302,370,1.5546218487394958,361,0.02100840336134454,314.0,5.0,991.8
66,94562,8,183,3164.7299999999996,16.569267015706803,266,1.3926701570680629,363,0.041884816753926704,62.0,8.0,3164.7299999999996
23,33048,6,173,2663.19,14.878156424581006,236,1.318435754189944,360,0.0335195530726257,259.0,6.0,2663.19
28,72986,6,202,697.48,3.353269230769231,302,1.4519230769230769,364,0.028846153846153848,157.0,6.0,697.48
52,68921,2,37,162.5,4.166666666666667,76,1.9487179487179487,51,0.05128205128205128,11.0,2.0,162.5
66,86258,9,241,744.7,2.9788,426,1.704,363,0.036,192.0,9.0,744.7
48,95551,17,283,3176.16,10.5872,671,2.236666666666667,363,0.056666666666666664,228.0,17.0,3176.16
27,52974,9,233,1049.52,4.3368595041322315,384,1.5867768595041323,363,0.0371900826446281,382.0,9.0,1049.52
45,57691,9,214,1082.75,4.855381165919282,386,1.7309417040358743,320,0.04035874439461883,1.0,9.0,1082.75
67,76132,6,59,618.86,9.520923076923077,131,2.0153846153846153,81,0.09230769230769231,1.0,6.0,618.86
53,47809,6,163,1103.62,6.530295857988165,207,1.2248520710059172,362,0.03550295857988166,345.0,6.0,1103.62
52,81437,4,76,163.11,2.038875,102,1.275,170,0.05,68.0,4.0,163.11
35,92770,11,244,1963.58,7.700313725490195,481,1.8862745098039215,338,0.043137254901960784,10.0,11.0,1963.58
27,37545,5,145,704.02,4.693466666666667,210,1.4,278,0.03333333333333333,37.0,5.0,704.02
62,76353,20,293,4346.05,13.885143769968051,663,2.1182108626198084,364,0.06389776357827476,173.0,20.0,4346.05
35,49952,13,245,1089.77,4.22391472868217,449,1.7403100775193798,361,0.050387596899224806,351.0,13.0,1089.77
28,38302,12,211,1175.3,5.270403587443946,343,1.5381165919282511,364,0.053811659192825115,193.0,12.0,1175.3
30,85308,3,31,374.32,11.009411764705883,62,1.8235294117647058,39,0.08823529411764706,14.0,3.0,374.32
58,55083,1,58,36.57,0.6198305084745763,81,1.3728813559322033,116,0.01694915254237288,62.0,1.0,36.57
45,63509,2,118,201.12,1.676,155,1.2916666666666667,211,0.016666666666666666,133.0,2.0,201.12
48,78793,0,6,0.0,0.0,7,1.1666666666666667,11,0.0,94.0,7.0,1186.5949999999998
54,79899,16,120,1390.1,10.221323529411764,303,2.2279411764705883,164,0.11764705882352941,15.0,16.0,1390.1
36,63304,4,107,545.4300000000001,4.913783783783784,128,1.1531531531531531,268,0.036036036036036036,155.0,4.0,545.4300000000001
68,60013,10,265,2104.79,7.653781818181818,502,1.8254545454545454,362,0.03636363636363636,382.0,10.0,2104.79
21,71174,0,9,0.0,0.0,24,2.6666666666666665,12,0.0,94.0,7.0,1186.5949999999998
48,57130,12,221,3306.1099999999997,14.18931330472103,401,1.7210300429184548,363,0.05150214592274678,42.0,12.0,3306.1099999999997
51,94631,14,203,2460.8,11.340092165898618,322,1.4838709677419355,364,0.06451612903225806,252.0,14.0,2460.8
18,57626,14,241,2133.41,8.366313725490196,445,1.7450980392156863,363,0.054901960784313725,146.0,14.0,2133.41
22,52551,6,234,958.4,3.993333333333333,368,1.5333333333333334,364,0.025,129.0,6.0,958.4
54,115088,4,119,436.76,3.5508943089430893,143,1.1626016260162602,362,0.032520325203252036,178.0,4.0,436.76
28,57495,2,80,1107.23,13.502804878048781,124,1.5121951219512195,146,0.024390243902439025,39.0,2.0,1107.23
51,70365,14,222,3742.49,15.85800847457627,353,1.4957627118644068,364,0.059322033898305086,61.0,14.0,3742.49
44,75767,8,275,461.53,1.6308480565371024,542,1.9151943462897527,363,0.028268551236749116,70.0,8.0,461.53
50,68193,16,228,2991.7799999999997,12.26139344262295,378,1.5491803278688525,363,0.06557377049180328,199.0,16.0,2991.7799999999997
59,53949,0,99,0.0,0.0,140,1.4141414141414141,187,0.0,94.0,7.0,1186.5949999999998
23,60666,2,122,239.47,1.9312096774193548,230,1.8548387096774193,182,0.016129032258064516,103.0,2.0,239.47
30,70633,6,150,551.35,3.534294871794872,224,1.435897435897436,275,0.038461538461538464,26.0,6.0,551.35
40,49426,9,263,1071.94,3.9409558823529416,511,1.8786764705882353,362,0.03308823529411765,304.0,9.0,1071.94
28,69498,4,188,1713.76,8.925833333333333,261,1.359375,352,0.020833333333333332,290.0,4.0,1713.76
49,60401,2,145,149.84,1.0193197278911565,177,1.2040816326530612,361,0.013605442176870748,321.0,2.0,149.84
46,74140,0,43,0.0,0.0,77,1.7906976744186047,62,0.0,94.0,7.0,1186.5949999999998
38,74294,1,36,300.54,8.122702702702703,38,1.027027027027027,314,0.02702702702702703,32.0,1.0,300.54
45,68962,5,166,574.66,3.3605847953216372,239,1.3976608187134503,262,0.029239766081871343,1.0,5.0,574.66
22,59848,12,165,2248.67,12.704350282485876,386,2.1807909604519775,216,0.06779661016949153,6.0,12.0,2248.67
43,53222,1,80,308.37,3.807037037037037,114,1.4074074074074074,202,0.012345679012345678,133.0,1.0,308.37
64,64595,5,250,319.69,1.2536862745098039,475,1.8627450980392157,362,0.0196078431372549,176.0,5.0,319.69
64,63609,9,250,2274.3,8.781081081081082,465,1.7953667953667953,364,0.03474903474903475,160.0,9.0,2274.3
43,72124,9,280,1533.65,5.306747404844291,563,1.9480968858131489,364,0.031141868512110725,28.0,9.0,1533.65
66,85671,5,138,621.36,4.3451748251748255,177,1.2377622377622377,359,0.03496503496503497,594.0,5.0,621.36
39,70034,0,9,0.0,0.0,10,1.1111111111111112,74,0.0,94.0,7.0,1186.5949999999998
45,63102,0,40,0.0,0.0,47,1.175,246,0.0,94.0,7.0,1186.5949999999998
31,32618,1,46,1146.78,24.399574468085106,95,2.021276595744681,63,0.02127659574468085,35.0,1.0,1146.78
68,92648,4,121,177.62,1.42096,150,1.2,364,0.032,153.0,4.0,177.62
64,86668,11,246,2784.2,10.833463035019454,470,1.828793774319066,363,0.042801556420233464,27.0,11.0,2784.2
55,53403,4,177,505.25,2.791436464088398,244,1.3480662983425415,364,0.022099447513812154,138.0,4.0,505.25
54,80051,2,54,426.12,7.609285714285714,90,1.6071428571428572,95,0.03571428571428571,43.0,2.0,426.12
34,57301,4,160,963.82,5.876951219512195,218,1.329268292682927,364,0.024390243902439025,432.0,4.0,963.82
30,48776,13,209,3285.41,14.799144144144144,343,1.545045045045045,362,0.05855855855855856,237.0,13.0,3285.41
27,63380,2,41,54.019999999999996,1.2562790697674417,52,1.2093023255813953,144,0.046511627906976744,64.0,2.0,54.019999999999996
64,104199,12,235,2885.2,11.680971659919027,397,1.6072874493927125,364,0.048582995951417005,179.0,12.0,2885.2
64,75392,14,271,3274.84,11.490666666666668,484,1.6982456140350877,364,0.04912280701754386,356.0,14.0,3274.84
58,102730,8,142,1935.09,12.900599999999999,350,2.3333333333333335,175,0.05333333333333334,6.0,8.0,1935.09
69,98392,7,140,1859.87,12.652176870748299,262,1.782312925170068,210,0.047619047619047616,11.0,7.0,1859.87
50,103641,12,224,1214.17,5.14478813559322,374,1.5847457627118644,351,0.05084745762711865,2.0,12.0,1214.17
38,62128,3,35,219.25,5.769736842105263,54,1.4210526315789473,67,0.07894736842105263,16.0,3.0,219.25
47,64110,7,177,2538.79,13.797771739130434,286,1.5543478260869565,283,0.03804347826086957,35.0,7.0,2538.79
26,63727,3,41,2015.52,45.807272727272725,72,1.6363636363636365,65,0.06818181818181818,19.0,3.0,2015.52
41,58035,5,109,1545.3,13.555263157894736,176,1.543859649122807,180,0.043859649122807015,90.0,5.0,1545.3
19,71462,10,182,2171.27,11.308697916666667,251,1.3072916666666667,359,0.052083333333333336,378.0,10.0,2171.27
66,85178,2,37,147.03,3.77,47,1.205128205128205,81,0.05128205128205128,6.0,2.0,147.03
55,85424,8,178,954.75,5.133064516129032,348,1.8709677419354838,225,0.043010752688172046,1.0,8.0,954.75
25,65612,0,9,0.0,0.0,18,2.0,10,0.0,94.0,7.0,1186.5949999999998
62,71060,15,226,4425.16,18.361659751037344,480,1.991701244813278,294,0.06224066390041494,50.0,15.0,4425.16
50,83558,1,3,105.53,26.3825,6,1.5,5,0.25,5.0,1.0,105.53
64,96812,7,126,2301.09,17.301428571428573,151,1.1353383458646618,364,0.05263157894736842,259.0,7.0,2301.09
53,87963,1,77,184.83,2.369615384615385,88,1.1282051282051282,351,0.01282051282051282,365.0,1.0,184.83
50,63780,6,111,1358.24,11.608888888888888,138,1.1794871794871795,363,0.05128205128205128,149.0,6.0,1358.24
61,48417,2,57,1196.81,20.284915254237287,106,1.7966101694915255,79,0.03389830508474576,11.0,2.0,1196.81
57,69470,5,171,206.83,1.1751704545454547,237,1.3465909090909092,363,0.028409090909090908,359.0,5.0,206.83
34,78403,7,220,1784.15,7.859691629955948,378,1.6651982378854626,364,0.030837004405286344,55.0,7.0,1784.15
52,84656,1,57,78.04,1.3455172413793104,69,1.1896551724137931,178,0.017241379310344827,112.0,1.0,78.04
67,80454,3,53,1332.42,23.79321428571429,61,1.0892857142857142,351,0.05357142857142857,131.0,3.0,1332.42
28,65298,10,161,1760.97,10.298070175438596,230,1.345029239766082,343,0.05847953216374269,11.0,10.0,1760.97
46,70664,1,93,34.42,0.36617021276595746,155,1.648936170212766,157,0.010638297872340425,8.0,1.0,34.42
31,73241,9,234,2032.87,8.365720164609053,411,1.691358024691358,363,0.037037037037037035,140.0,9.0,2032.87
36,75132,10,250,2831.3199999999997,10.889692307692307,436,1.676923076923077,364,0.038461538461538464,449.0,10.0,2831.3199999999997
43,67389,10,260,1862.67,6.898777777777778,426,1.5777777777777777,362,0.037037037037037035,321.0,10.0,1862.67
35,76621,10,219,2519.01,11.000043668122272,367,1.6026200873362446,364,0.043668122270742356,336.0,10.0,2519.01
31,69252,4,89,739.97,7.956666666666667,160,1.7204301075268817,112,0.043010752688172046,29.0,4.0,739.97
32,78086,11,292,3020.85,9.969801980198019,631,2.0825082508250827,364,0.036303630363036306,342.0,11.0,3020.85
34,63412,1,42,67.87,1.5783720930232559,58,1.3488372093023255,63,0.023255813953488372,22.0,1.0,67.87
57,90846,0,26,0.0,0.0,27,1.0384615384615385,99,0.0,94.0,7.0,1186.5949999999998
68,55989,17,301,2020.71,6.354433962264151,656,2.0628930817610063,364,0.05345911949685535,342.0,17.0,2020.71
69,73028,1,89,109.85,1.2205555555555554,127,1.4111111111111112,173,0.011111111111111112,139.0,1.0,109.85
46,98587,0,30,0.0,0.0,33,1.1,90,0.0,94.0,7.0,1186.5949999999998
46,72515,2,45,148.81,3.1661702127659574,52,1.1063829787234043,305,0.0425531914893617,39.0,2.0,148.81
50,89551,17,207,4362.63,19.476026785714286,439,1.9598214285714286,286,0.07589285714285714,2.0,17.0,4362.63
21,71311,22,266,2281.98,7.923541666666667,547,1.8993055555555556,363,0.0763888888888889,113.0,22.0,2281.98
22,55787,2,84,1222.74,14.217906976744187,106,1.2325581395348837,202,0.023255813953488372,16.0,2.0,1222.74
64,94437,9,244,1140.8600000000001,4.5093280632411075,437,1.7272727272727273,364,0.03557312252964427,213.0,9.0,1140.8600000000001
69,103804,12,300,2580.88,8.272051282051283,648,2.076923076923077,364,0.038461538461538464,196.0,12.0,2580.88
64,75330,9,245,1559.38,6.1392913385826775,445,1.7519685039370079,363,0.03543307086614173,277.0,9.0,1559.38
44,92788,14,260,2199.14,8.026058394160584,535,1.9525547445255473,362,0.051094890510948905,238.0,14.0,2199.14
22,76129,4,195,422.42999999999995,2.122763819095477,304,1.5276381909547738,363,0.020100502512562814,82.0,4.0,422.42999999999995
27,45833,4,165,378.37,2.2388757396449703,212,1.2544378698224852,358,0.023668639053254437,143.0,4.0,378.37
63,71296,10,259,1305.51,4.853197026022305,496,1.8438661710037174,364,0.03717472118959108,50.0,10.0,1305.51
43,74207,6,195,561.76,2.794825870646766,306,1.5223880597014925,332,0.029850746268656716,16.0,6.0,561.76
57,118153,4,39,284.85,6.624418604651163,44,1.0232558139534884,99,0.09302325581395349,11.0,4.0,284.85
61,107232,12,182,3352.57,17.281288659793816,334,1.7216494845360826,264,0.061855670103092786,10.0,12.0,3352.57
59,88354,3,95,131.44,1.3412244897959182,110,1.1224489795918366,364,0.030612244897959183,273.0,3.0,131.44
48,53878,5,99,1848.8000000000002,17.77692307692308,219,2.105769230769231,125,0.04807692307692308,44.0,5.0,1848.8000000000002
57,106802,6,136,943.07,6.641338028169015,180,1.267605633802817,264,0.04225352112676056,24.0,6.0,943.07
28,49155,0,4,0.0,0.0,4,1.0,3,0.0,94.0,7.0,1186.5949999999998
63,79613,11,253,2868.1400000000003,10.864166666666668,517,1.9583333333333333,364,0.041666666666666664,130.0,11.0,2868.1400000000003
68,58613,14,244,4101.8099999999995,15.898488372093022,498,1.930232558139535,364,0.05426356589147287,374.0,14.0,4101.8099999999995
26,85943,15,262,3449.5,12.453068592057761,468,1.6895306859205776,364,0.05415162454873646,71.0,15.0,3449.5
43,56318,5,205,626.9799999999999,2.985619047619047,318,1.5142857142857142,293,0.023809523809523808,62.0,5.0,626.9799999999999
28,39177,3,85,1035.71,11.769431818181818,139,1.5795454545454546,127,0.03409090909090909,35.0,3.0,1035.71
24,81051,2,110,327.48,2.9239285714285717,142,1.2678571428571428,333,0.017857142857142856,199.0,2.0,327.48
60,67722,1,71,54.38,0.7552777777777778,145,2.013888888888889,87,0.013888888888888888,26.0,1.0,54.38
41,52585,10,242,2248.2,8.92142857142857,419,1.6626984126984128,362,0.03968253968253968,201.0,10.0,2248.2
66,87157,8,277,821.15,2.8812280701754385,551,1.9333333333333333,364,0.028070175438596492,255.0,8.0,821.15
60,64742,2,161,85.44,0.5241717791411042,215,1.3190184049079754,360,0.012269938650306749,330.0,2.0,85.44
37,76250,0,34,0.0,0.0,69,2.0294117647058822,37,0.0,94.0,7.0,1186.5949999999998
45,52405,13,274,2028.9,7.069337979094077,542,1.8885017421602788,364,0.04529616724738676,27.0,13.0,2028.9
47,75733,3,119,410.28,3.3629508196721307,145,1.1885245901639345,363,0.02459016393442623,241.0,3.0,410.28
36,61279,2,36,334.51,8.802894736842106,37,0.9736842105263158,289,0.05263157894736842,68.0,2.0,334.51
46,41138,8,163,1763.71,10.314093567251462,250,1.4619883040935673,298,0.04678362573099415,37.0,8.0,1763.71
57,53738,13,284,2960.39,9.967643097643098,598,2.0134680134680134,363,0.04377104377104377,246.0,13.0,2960.39
67,94014,11,226,2595.7200000000003,10.95240506329114,376,1.5864978902953586,363,0.046413502109704644,192.0,11.0,2595.7200000000003
45,64043,0,56,0.0,0.0,63,1.125,218,0.0,94.0,7.0,1186.5949999999998
18,20000,1,18,49.62,2.6115789473684208,23,1.2105263157894737,82,0.05263157894736842,27.0,1.0,49.62
56,65570,0,125,0.0,0.0,161,1.288,361,0.0,94.0,7.0,1186.5949999999998
50,88824,3,191,559.3299999999999,2.883144329896907,264,1.3608247422680413,362,0.015463917525773196,366.0,3.0,559.3299999999999
45,90833,7,151,1061.31,6.717151898734177,196,1.240506329113924,360,0.04430379746835443,394.0,7.0,1061.31
25,29885,7,168,680.59,3.8890857142857143,254,1.4514285714285715,284,0.04,27.0,7.0,680.59
54,84507,2,146,888.63,6.004256756756757,187,1.2635135135135136,357,0.013513513513513514,198.0,2.0,888.63
51,59701,5,185,1733.1799999999998,9.122,256,1.3473684210526315,360,0.02631578947368421,184.0,5.0,1733.1799999999998
41,81164,8,155,1019.1,6.252147239263804,193,1.1840490797546013,364,0.049079754601226995,270.0,8.0,1019.1
69,91163,0,2,0.0,0.0,2,1.0,42,0.0,94.0,7.0,1186.5949999999998
38,43601,20,279,3683.94,12.320869565217391,585,1.9565217391304348,364,0.06688963210702341,203.0,20.0,3683.94
27,49992,4,110,843.3299999999999,7.397631578947368,130,1.1403508771929824,361,0.03508771929824561,487.0,4.0,843.3299999999999
40,74954,0,20,0.0,0.0,32,1.6,55,0.0,94.0,7.0,1186.5949999999998
18,72050,6,116,1221.45,10.01188524590164,178,1.459016393442623,213,0.04918032786885246,94.0,6.0,1221.45
37,83576,0,12,0.0,0.0,18,1.5,20,0.0,94.0,7.0,1186.5949999999998
29,56888,12,182,1599.1200000000001,8.242886597938146,351,1.809278350515464,257,0.061855670103092786,32.0,12.0,1599.1200000000001
47,87745,12,273,3760.7200000000003,13.195508771929825,522,1.831578947368421,363,0.042105263157894736,127.0,12.0,3760.7200000000003
39,64085,5,103,739.43,6.8465740740740735,141,1.3055555555555556,228,0.046296296296296294,4.0,5.0,739.43
47,88077,1,8,41.96,4.662222222222223,14,1.5555555555555556,14,0.1111111111111111,4.0,1.0,41.96
34,66535,11,220,2040.69,8.834155844155845,357,1.5454545454545454,364,0.047619047619047616,250.0,11.0,2040.69
57,66585,5,123,765.1800000000001,5.9779687500000005,203,1.5859375,205,0.0390625,27.0,5.0,765.1800000000001
60,104311,12,211,2231.96,10.00878923766816,358,1.6053811659192825,363,0.053811659192825115,102.0,12.0,2231.96
43,52173,17,265,4790.0199999999995,16.985886524822693,513,1.8191489361702127,362,0.06028368794326241,363.0,17.0,4790.0199999999995
23,63012,1,105,130.34,1.229622641509434,126,1.1886792452830188,363,0.009433962264150943,372.0,1.0,130.34
38,68876,15,274,2155.9900000000002,7.460173010380624,575,1.9896193771626298,364,0.05190311418685121,253.0,15.0,2155.9900000000002
54,97387,3,148,594.11,3.934503311258278,192,1.271523178807947,362,0.019867549668874173,473.0,3.0,594.11
29,68340,4,173,1210.51,6.8390395480225985,236,1.3333333333333333,351,0.022598870056497175,37.0,4.0,1210.51
